AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT,Domestic Total,International Total
DARWIN,2012,1,68388,60334,19497,14371,128722,33868
DARWIN,2012,2,53813,55491,13713,12071,109304,25784
DARWIN,2012,3,63537,62277,12657,13290,125814,25947
DARWIN,2012,4,67753,65371,13086,14062,133124,27148
DARWIN,2012,5,68975,67402,12099,12321,136377,24420
DARWIN,2012,6,78831,73034,12603,15897,151865,28500
DARWIN,2012,7,86207,88760,17574,15555,174967,33129
DARWIN,2012,8,77942,81287,13355,14200,159229,27555
DARWIN,2012,9,71178,72489,12534,12692,143667,25226
DARWIN,2012,10,64444,70909,14405,12751,135353,27156
DARWIN,2012,11,59865,63198,11167,12510,123063,23677
DARWIN,2012,12,55534,66863,9045,17259,122397,26304
DARWIN,2013,1,62540,57093,15897,12096,119633,27993
DARWIN,2013,2,46455,51578,11276,10209,98033,21485
DARWIN,2013,3,64627,62391,11665,12739,127018,24404
DARWIN,2013,4,70025,67143,13150,13090,137168,26240
DARWIN,2013,5,69754,66386,11902,12238,136140,24140
DARWIN,2013,6,77202,73766,11490,14233,150968,25723
DARWIN,2013,7,85730,91046,17711,15892,176776,33603
DARWIN,2013,8,78518,86863,14709,16044,165381,30753
DARWIN,2013,9,77078,76640,15175,14947,153718,30122
DARWIN,2013,10,76345,84183,16029,14077,160528,30106
DARWIN,2013,11,62843,66689,12889,13846,129532,26735
DARWIN,2013,12,62425,72740,10761,21152,135165,31913
DARWIN,2014,1,68673,59642,20907,13760,128315,34667
DARWIN,2014,2,51884,54504,12288,10867,106388,23155
DARWIN,2014,3,62953,62152,12264,11944,125105,24208
DARWIN,2014,4,74805,72966,10904,11950,147771,22854
DARWIN,2014,5,74481,73042,11129,12017,147523,23146
DARWIN,2014,6,90436,84191,12073,15491,174627,27564
DARWIN,2014,7,94921,97274,16732,14403,192195,31135
DARWIN,2014,8,87423,91411,14429,15917,178834,30346
DARWIN,2014,9,79779,81259,13861,13879,161038,27740
DARWIN,2014,10,78438,83022,14688,12566,161460,27254
DARWIN,2014,11,66034,68759,10563,11258,134793,21821
DARWIN,2014,12,62920,77493,8816,15964,140413,24780
DARWIN,2015,1,69503,57368,15839,9890,126871,25729
DARWIN,2015,2,52098,53095,10012,8779,105193,18791
DARWIN,2015,3,65149,63427,9928,10166,128576,20094
DARWIN,2015,4,74927,71880,10371,9647,146807,20018
DARWIN,2015,5,76197,73855,10489,10953,150052,21442
DARWIN,2015,6,88982,83047,10295,12773,172029,23068
DARWIN,2015,7,97542,100915,14992,12248,198457,27240
DARWIN,2015,8,85948,91755,11491,12008,177703,23499
DARWIN,2015,9,82773,82494,10797,10482,165267,21279
DARWIN,2015,10,75128,81496,11222,9569,156624,20791
DARWIN,2015,11,67178,68458,9269,9372,135636,18641
DARWIN,2015,12,60543,75501,8199,13996,136044,22195
DARWIN,2016,1,69963,56451,14691,10021,126414,24712
DARWIN,2016,2,53598,54994,9106,7612,108592,16718
DARWIN,2016,3,66369,66209,8824,9100,132578,17924
DARWIN,2016,4,73084,71795,9808,10021,144879,19829
DARWIN,2016,5,77991,74579,10481,11275,152570,21756
DARWIN,2016,6,90624,84174,10734,13149,174798,23883
DARWIN,2016,7,97118,98221,15791,13694,195339,29485
DARWIN,2016,8,86449,93385,12553,12772,179834,25325
DARWIN,2016,9,82167,83178,11777,12080,165345,23857
DARWIN,2016,10,81098,85102,12234,11149,166200,23383
DARWIN,2016,11,69322,70127,9560,9637,139449,19197
DARWIN,2016,12,63916,77790,8924,17076,141706,26000
DARWIN,2017,1,73163,61620,17466,11510,134783,28976
DARWIN,2017,2,53766,54788,10799,7972,108554,18771
DARWIN,2017,3,67319,65572,9524,9890,132891,19414
DARWIN,2017,4,73820,73730,11407,11660,147550,23067
DARWIN,2017,5,77086,72354,10377,10756,149440,21133
DARWIN,2017,6,89615,83613,11386,14142,173228,25528
DARWIN,2017,7,96791,99647,14671,13244,196438,27915
DARWIN,2017,8,90820,93937,11606,12589,184757,24195
DARWIN,2017,9,80377,81831,11525,10651,162208,22176
DARWIN,2017,10,78841,82495,11330,10565,161336,21895
DARWIN,2017,11,68432,70673,9446,9662,139105,19108
DARWIN,2017,12,63841,75420,8449,14230,139261,22679
DARWIN,2018,1,71306,60705,15625,10304,132011,25929
DARWIN,2018,2,52433,53191,8919,7364,105624,16283
DARWIN,2018,3,64602,65239,7718,8106,129841,15824
DARWIN,2018,4,72393,70218,9102,9005,142611,18107
DARWIN,2018,5,76202,74029,7979,8184,150231,16163
DARWIN,2018,6,84518,80484,9976,10931,165002,20907
DARWIN,2018,7,96710,100013,10465,9930,196723,20395
DARWIN,2018,8,86310,91491,10085,10455,177801,20540
DARWIN,2018,9,81111,82002,9327,9011,163113,18338
DARWIN,2018,10,74963,80197,9424,8537,155160,17961
DARWIN,2018,11,62541,64400,8426,8618,126941,17044
DARWIN,2018,12,59703,70480,7985,13115,130183,21100
DARWIN,2019,1,65415,56170,13501,9880,121585,23381
DARWIN,2019,2,51741,52055,9136,6754,103796,15890
DARWIN,2019,3,60587,59296,7932,7402,119883,15334
DARWIN,2019,4,73370,70662,10018,10067,144032,20085
DARWIN,2019,5,73588,71246,10481,11013,144834,21494
DARWIN,2019,6,83691,79376,10830,12907,163067,23737
DARWIN,2019,7,93885,97733,14178,11800,191618,25978
DARWIN,2019,8,85090,90369,12323,12564,175459,24887
DARWIN,2019,9,77127,78844,11655,11409,155971,23064
DARWIN,2019,10,74434,79762,11996,9762,154196,21758
DARWIN,2019,11,60776,63808,9006,9238,124584,18244
DARWIN,2019,12,60593,67842,7543,14635,128435,22178
DARWIN,2020,1,64657,56560,15026,10712,121217,25738
DARWIN,2020,2,48141,50081,8685,5674,98222,14359
DARWIN,2020,3,41355,39999,4342,2910,81354,7252
DARWIN,2020,4,3401,3309,0,0,6710,0
DARWIN,2020,5,3014,2736,0,0,5750,0
DARWIN,2020,6,6728,6568,0,0,13296,0
DARWIN,2020,7,14237,12332,0,0,26569,0
DARWIN,2020,8,19355,19061,0,0,38416,0
DARWIN,2020,9,25754,24295,0,0,50049,0
DARWIN,2020,10,31623,33532,0,0,65155,0
DARWIN,2020,11,31186,33267,63,4,64453,67
DARWIN,2020,12,38497,45294,8,0,83791,8
DARWIN,2021,1,40399,38445,0,0,78844,0
DARWIN,2021,2,27246,29308,0,0,56554,0
DARWIN,2021,3,41072,41479,0,0,82551,0
DARWIN,2021,4,58960,57078,0,0,116038,0
DARWIN,2021,5,64413,62995,0,0,127408,0
DARWIN,2021,6,59264,60502,0,0,119766,0
DARWIN,2021,7,45513,45924,0,0,91437,0
DARWIN,2021,8,38962,45706,0,0,84668,0
DARWIN,2021,9,47173,50023,0,0,97196,0
DARWIN,2021,10,44302,51407,0,0,95709,0
DARWIN,2021,11,27062,31216,887,181,58278,1068
DARWIN,2021,12,27859,36036,1003,679,63895,1682
DARWIN,2022,1,33550,27956,1128,672,61506,1800
DARWIN,2022,2,25989,27998,1800,858,53987,2658
DARWIN,2022,3,43814,44414,2796,1979,88228,4775
DARWIN,2022,4,69585,67980,4633,4999,137565,9632
DARWIN,2022,5,74594,70583,5768,6601,145177,12369
DARWIN,2022,6,87873,78844,6072,7727,166717,13799
DARWIN,2022,7,93673,97593,8642,7711,191266,16353
DARWIN,2022,8,77807,83209,7483,6757,161016,14240
DARWIN,2022,9,76708,80271,6289,6134,156979,12423
DARWIN,2022,10,71747,76723,6707,5765,148470,12472
DARWIN,2022,11,57288,59696,7064,6823,116984,13887
DARWIN,2022,12,52909,64556,5409,7952,117465,13361
DARWIN,2023,1,57714,49886,7777,6134,107600,13911
DARWIN,2023,2,43558,43549,6650,5164,87107,11814
DARWIN,2023,3,57575,55273,6237,5577,112848,11814
DARWIN,2023,4,67366,64435,6319,6734,131801,13053
DARWIN,2023,5,72768,69623,6474,6504,142391,12978
DARWIN,2023,6,82253,75790,6842,7183,158043,14025
DARWIN,2023,7,87172,90824,8697,8406,177996,17103
DARWIN,2023,8,80462,84572,8403,8207,165034,16610
DARWIN,2023,9,74658,78849,8317,7713,153507,16030
DARWIN,2023,10,69188,71688,5792,4943,140876,10735
DARWIN,2023,11,53752,55591,7317,7608,109343,14925
DARWIN,2023,12,52349,62568,6170,8556,114917,14726
DARWIN,2024,1,58692,51559,8647,6677,110251,15324
DARWIN,2024,2,47084,47414,7541,6586,94498,14127
DARWIN,2024,3,55733,54290,7612,7730,110023,15342
DARWIN,2024,4,65696,62112,8507,8090,127808,16597
GOLD COAST,2009,1,195206,199577,27096,24424,394783,51520
GOLD COAST,2009,2,154912,155895,22327,20925,310807,43252
GOLD COAST,2009,3,176763,175727,24079,23976,352490,48055
GOLD COAST,2009,4,176219,177224,23212,22039,353443,45251
GOLD COAST,2009,5,165641,166003,23809,25504,331644,49313
GOLD COAST,2009,6,156077,153760,20573,21830,309837,42403
GOLD COAST,2009,7,182386,181734,25121,23157,364120,48278
GOLD COAST,2009,8,179302,176975,27415,29116,356277,56531
GOLD COAST,2009,9,188200,182860,30521,31368,371060,61889
GOLD COAST,2009,10,193845,197470,30399,31251,391315,61650
GOLD COAST,2009,11,178007,179600,30037,32235,357607,62272
GOLD COAST,2009,12,179311,173742,31049,34869,353053,65918
GOLD COAST,2010,1,194353,200699,34977,33841,395052,68818
GOLD COAST,2010,2,181699,179840,31244,31266,361539,62510
GOLD COAST,2010,3,198637,194526,35150,36218,393163,71368
GOLD COAST,2010,4,193045,197697,31212,29531,390742,60743
GOLD COAST,2010,5,181410,182011,26191,28175,363421,54366
GOLD COAST,2010,6,181333,177531,27027,28564,358864,55591
GOLD COAST,2010,7,208794,210106,33974,29982,418900,63956
GOLD COAST,2010,8,193943,195166,34085,37628,389109,71713
GOLD COAST,2010,9,211674,201192,32551,35732,412866,68283
GOLD COAST,2010,10,207738,213135,33635,33355,420873,66990
GOLD COAST,2010,11,200935,204002,30669,35394,404937,66063
GOLD COAST,2010,12,214564,205921,34186,42082,420485,76268
GOLD COAST,2011,1,232797,249492,41804,37522,482289,79326
GOLD COAST,2011,2,168188,173197,32924,31144,341385,64068
GOLD COAST,2011,3,185830,187395,32255,30531,373225,62786
GOLD COAST,2011,4,192240,187386,27558,26353,379626,53911
GOLD COAST,2011,5,170531,173866,26231,27520,344397,53751
GOLD COAST,2011,6,164516,161764,21118,23467,326280,44585
GOLD COAST,2011,7,197540,193552,28041,25173,391092,53214
GOLD COAST,2011,8,180526,179493,30677,31499,360019,62176
GOLD COAST,2011,9,194819,184970,24972,28808,379789,53780
GOLD COAST,2011,10,201561,206303,31390,28441,407864,59831
GOLD COAST,2011,11,192047,193521,28281,30597,385568,58878
GOLD COAST,2011,12,211701,198065,31054,38503,409766,69557
GOLD COAST,2012,1,218113,225797,37778,34394,443910,72172
GOLD COAST,2012,2,176145,181526,31505,29558,357671,61063
GOLD COAST,2012,3,198257,194928,31081,32987,393185,64068
GOLD COAST,2012,4,193298,198991,30159,28698,392289,58857
GOLD COAST,2012,5,169383,168416,24579,24653,337799,49232
GOLD COAST,2012,6,173581,169033,29426,32750,342614,62176
GOLD COAST,2012,7,203728,206186,40614,34658,409914,75272
GOLD COAST,2012,8,193980,195043,36010,37046,389023,73056
GOLD COAST,2012,9,227752,215788,33105,38179,443540,71284
GOLD COAST,2012,10,226551,236294,39394,36229,462845,75623
GOLD COAST,2012,11,213335,215989,35806,36323,429324,72129
GOLD COAST,2012,12,230683,222088,39944,49548,452771,89492
GOLD COAST,2013,1,227975,237676,46240,41993,465651,88233
GOLD COAST,2013,2,176245,181560,37372,33017,357805,70389
GOLD COAST,2013,3,201349,198297,37409,39839,399646,77248
GOLD COAST,2013,4,202809,210613,34455,31352,413422,65807
GOLD COAST,2013,5,170309,172736,30224,30757,343045,60981
GOLD COAST,2013,6,178104,177383,29774,33248,355487,63022
GOLD COAST,2013,7,211763,213706,38532,32125,425469,70657
GOLD COAST,2013,8,197325,199710,35168,36545,397035,71713
GOLD COAST,2013,9,220798,208414,32323,36023,429212,68346
GOLD COAST,2013,10,229553,237503,38248,34129,467056,72377
GOLD COAST,2013,11,197351,201785,33713,34421,399136,68134
GOLD COAST,2013,12,229436,219869,39707,48291,449305,87998
GOLD COAST,2014,1,233478,248687,49373,43639,482165,93012
GOLD COAST,2014,2,175850,180341,38138,35156,356191,73294
GOLD COAST,2014,3,196731,198767,37933,37464,395498,75397
GOLD COAST,2014,4,199982,201778,35779,32787,401760,68566
GOLD COAST,2014,5,176988,177180,31216,29173,354168,60389
GOLD COAST,2014,6,176731,174501,31391,34036,351232,65427
GOLD COAST,2014,7,213989,214951,41936,35206,428940,77142
GOLD COAST,2014,8,199892,203361,35563,37014,403253,72577
GOLD COAST,2014,9,219163,209110,33293,35862,428273,69155
GOLD COAST,2014,10,235350,240190,38397,34072,475540,72469
GOLD COAST,2014,11,205695,206609,33719,35565,412304,69284
GOLD COAST,2014,12,233645,224884,38278,45981,458529,84259
GOLD COAST,2015,1,228760,247455,47430,40477,476215,87907
GOLD COAST,2015,2,176481,180128,35098,32950,356609,68048
GOLD COAST,2015,3,201680,198263,37413,35449,399943,72862
GOLD COAST,2015,4,204814,211335,37202,34068,416149,71270
GOLD COAST,2015,5,182778,184034,34086,31677,366812,65763
GOLD COAST,2015,6,186821,179078,32051,36170,365899,68221
GOLD COAST,2015,7,223508,227796,49303,40515,451304,89818
GOLD COAST,2015,8,205291,207141,37253,37977,412432,75230
GOLD COAST,2015,9,233558,221191,40579,42342,454749,82921
GOLD COAST,2015,10,236242,241794,45123,40934,478036,86057
GOLD COAST,2015,11,212679,218157,38050,40108,430836,78158
GOLD COAST,2015,12,242367,230040,45218,51494,472407,96712
GOLD COAST,2016,1,247220,268967,52344,43905,516187,96249
GOLD COAST,2016,2,197007,202951,42775,36302,399958,79077
GOLD COAST,2016,3,219004,218426,46336,44337,437430,90673
GOLD COAST,2016,4,213036,219439,45883,39557,432475,85440
GOLD COAST,2016,5,190164,193810,40725,37346,383974,78071
GOLD COAST,2016,6,195060,186355,40144,43653,381415,83797
GOLD COAST,2016,7,232007,236570,59466,47514,468577,106980
GOLD COAST,2016,8,210580,215272,47794,48410,425852,96204
GOLD COAST,2016,9,236038,225191,48322,48558,461229,96880
GOLD COAST,2016,10,241097,246926,48289,44655,488023,92944
GOLD COAST,2016,11,217585,221922,41995,42664,439507,84659
GOLD COAST,2016,12,246168,236962,48627,53957,483130,102584
GOLD COAST,2017,1,249932,269342,57691,46200,519274,103891
GOLD COAST,2017,2,190703,196827,42614,36458,387530,79072
GOLD COAST,2017,3,215154,212372,44795,42345,427526,87140
GOLD COAST,2017,4,230176,233720,48791,45433,463896,94224
GOLD COAST,2017,5,197532,199078,40980,37658,396610,78638
GOLD COAST,2017,6,198253,192782,39900,41871,391035,81771
GOLD COAST,2017,7,240788,238372,53245,42828,479160,96073
GOLD COAST,2017,8,210013,214791,45310,44960,424804,90270
GOLD COAST,2017,9,236713,223207,43479,44284,459920,87763
GOLD COAST,2017,10,240741,252165,49333,44902,492906,94235
GOLD COAST,2017,11,226173,228215,41391,43142,454388,84533
GOLD COAST,2017,12,256458,245478,48111,54377,501936,102488
GOLD COAST,2018,1,262917,283349,55665,47400,546266,103065
GOLD COAST,2018,2,198220,201132,41025,37190,399352,78215
GOLD COAST,2018,3,229124,222321,44258,44035,451445,88293
GOLD COAST,2018,4,234754,242712,48166,42169,477466,90335
GOLD COAST,2018,5,195129,197669,38091,36695,392798,74786
GOLD COAST,2018,6,198752,191807,39070,41285,390559,80355
GOLD COAST,2018,7,238435,239301,50439,43182,477736,93621
GOLD COAST,2018,8,222751,224919,43070,42826,447670,85896
GOLD COAST,2018,9,232596,223958,38337,40845,456554,79182
GOLD COAST,2018,10,239357,247668,44146,42429,487025,86575
GOLD COAST,2018,11,223284,223640,35905,37921,446924,73826
GOLD COAST,2018,12,249216,238173,41245,49804,487389,91049
GOLD COAST,2019,1,262601,279573,50028,45595,542174,95623
GOLD COAST,2019,2,190989,197259,37158,33065,388248,70223
GOLD COAST,2019,3,213949,211594,37533,36254,425543,73787
GOLD COAST,2019,4,238715,240862,41791,39330,479577,81121
GOLD COAST,2019,5,202593,203317,33718,31341,405910,65059
GOLD COAST,2019,6,203236,198016,34422,37429,401252,71851
GOLD COAST,2019,7,247576,248958,46702,39113,496534,85815
GOLD COAST,2019,8,222730,225565,38835,39005,448295,77840
GOLD COAST,2019,9,241442,230758,36132,37885,472200,74017
GOLD COAST,2019,10,255381,265431,40033,37218,520812,77251
GOLD COAST,2019,11,225477,231244,34509,35596,456721,70105
GOLD COAST,2019,12,261555,244787,45674,52629,506342,98303
GOLD COAST,2020,1,262457,276137,52235,47115,538594,99350
GOLD COAST,2020,2,185735,189523,36789,32871,375258,69660
GOLD COAST,2020,3,127307,137163,20412,18038,264470,38450
GOLD COAST,2020,4,596,922,0,0,1518,0
GOLD COAST,2020,5,1025,1272,0,0,2297,0
GOLD COAST,2020,6,2252,2837,0,0,5089,0
GOLD COAST,2020,7,21997,19649,0,0,41646,0
GOLD COAST,2020,8,4075,5636,0,0,9711,0
GOLD COAST,2020,9,10057,10035,0,284,20092,284
GOLD COAST,2020,10,16042,15400,0,0,31442,0
GOLD COAST,2020,11,17802,18453,0,0,36255,0
GOLD COAST,2020,12,101843,86257,0,0,188100,0
GOLD COAST,2021,1,86476,106520,0,0,192996,0
GOLD COAST,2021,2,78519,81407,0,0,159926,0
GOLD COAST,2021,3,142324,138815,0,0,281139,0
GOLD COAST,2021,4,197500,199954,1797,2603,397454,4400
GOLD COAST,2021,5,186483,185124,7460,6807,371607,14267
GOLD COAST,2021,6,119201,117418,8198,7736,236619,15934
GOLD COAST,2021,7,43177,52264,4205,5438,95441,9643
GOLD COAST,2021,8,5901,6584,0,0,12485,0
GOLD COAST,2021,9,12427,12573,0,0,25000,0
GOLD COAST,2021,10,12556,13379,0,0,25935,0
GOLD COAST,2021,11,17318,18011,0,0,35329,0
GOLD COAST,2021,12,119880,85001,0,0,204881,0
GOLD COAST,2022,1,182877,202648,0,0,385525,0
GOLD COAST,2022,2,151862,151166,301,124,303028,425
GOLD COAST,2022,3,196849,199365,2983,3031,396214,6014
GOLD COAST,2022,4,270544,269351,8060,7695,539895,15755
GOLD COAST,2022,5,217755,220808,9571,8649,438563,18220
GOLD COAST,2022,6,231105,221148,15210,16385,452253,31595
GOLD COAST,2022,7,243878,245747,26229,22633,489625,48862
GOLD COAST,2022,8,216702,218038,25503,25076,434740,50579
GOLD COAST,2022,9,232538,227367,26255,26290,459905,52545
GOLD COAST,2022,10,237083,237880,27812,26387,474963,54199
GOLD COAST,2022,11,231294,233057,28108,29278,464351,57386
GOLD COAST,2022,12,243465,234968,27094,28518,478433,55612
GOLD COAST,2023,1,248670,261906,32363,28659,510576,61022
GOLD COAST,2023,2,188231,187276,28225,26802,375507,55027
GOLD COAST,2023,3,211524,213378,30936,30210,424902,61146
GOLD COAST,2023,4,229806,228478,39214,36705,458284,75919
GOLD COAST,2023,5,205362,205698,32887,30946,411060,63833
GOLD COAST,2023,6,209560,201489,35099,37464,411049,72563
GOLD COAST,2023,7,238507,241729,43785,36661,480236,80446
GOLD COAST,2023,8,218772,220353,34098,33112,439125,67210
GOLD COAST,2023,9,244452,236402,36804,37399,480854,74203
GOLD COAST,2023,10,240543,246162,36152,33809,486705,69961
GOLD COAST,2023,11,229172,231813,25198,26729,460985,51927
GOLD COAST,2023,12,257085,243178,26944,30423,500263,57367
GOLD COAST,2024,1,258128,275765,32659,29658,533893,62317
GOLD COAST,2024,2,212791,214004,23412,22061,426795,45473
GOLD COAST,2024,3,242625,236651,23851,23870,479276,47721
GOLD COAST,2024,4,243096,248009,30213,26508,491105,56721
HAMILTON ISLAND,2009,1,19233,21400,0,0,40633,0
HAMILTON ISLAND,2009,2,13441,13381,0,0,26822,0
HAMILTON ISLAND,2009,3,16418,16376,0,0,32794,0
HAMILTON ISLAND,2009,4,17439,17532,0,0,34971,0
HAMILTON ISLAND,2009,5,14959,15330,0,0,30289,0
HAMILTON ISLAND,2009,6,15081,14625,0,0,29706,0
HAMILTON ISLAND,2009,7,19347,19839,0,0,39186,0
HAMILTON ISLAND,2009,8,20162,20478,0,0,40640,0
HAMILTON ISLAND,2009,9,23005,22603,0,0,45608,0
HAMILTON ISLAND,2009,10,24217,24561,0,0,48778,0
HAMILTON ISLAND,2009,11,22397,22966,0,0,45363,0
HAMILTON ISLAND,2009,12,21234,20414,0,0,41648,0
HAMILTON ISLAND,2010,1,21471,23160,0,0,44631,0
HAMILTON ISLAND,2010,2,16794,16718,0,0,33512,0
HAMILTON ISLAND,2010,3,17924,17626,0,0,35550,0
HAMILTON ISLAND,2010,4,19470,19653,0,0,39123,0
HAMILTON ISLAND,2010,5,15711,16409,0,0,32120,0
HAMILTON ISLAND,2010,6,16377,15523,0,0,31900,0
HAMILTON ISLAND,2010,7,19521,20456,0,0,39977,0
HAMILTON ISLAND,2010,8,20111,20047,0,0,40158,0
HAMILTON ISLAND,2010,9,22709,21122,0,0,43831,0
HAMILTON ISLAND,2010,10,23376,24636,0,0,48012,0
HAMILTON ISLAND,2010,11,21799,22621,0,0,44420,0
HAMILTON ISLAND,2010,12,22647,21194,0,0,43841,0
HAMILTON ISLAND,2011,1,20297,23727,0,0,44024,0
HAMILTON ISLAND,2011,2,12751,12155,0,0,24906,0
HAMILTON ISLAND,2011,3,16346,16232,0,0,32578,0
HAMILTON ISLAND,2011,4,19114,18848,0,0,37962,0
HAMILTON ISLAND,2011,5,14177,15277,0,0,29454,0
HAMILTON ISLAND,2011,6,14850,13628,0,0,28478,0
HAMILTON ISLAND,2011,7,19457,19650,0,0,39107,0
HAMILTON ISLAND,2011,8,19876,19779,0,0,39655,0
HAMILTON ISLAND,2011,9,23094,21284,0,0,44378,0
HAMILTON ISLAND,2011,10,22886,24516,0,0,47402,0
HAMILTON ISLAND,2011,11,21386,22319,0,0,43705,0
HAMILTON ISLAND,2011,12,21111,19668,0,0,40779,0
HAMILTON ISLAND,2012,1,19546,22017,0,0,41563,0
HAMILTON ISLAND,2012,2,13543,13827,0,0,27370,0
HAMILTON ISLAND,2012,3,16254,15380,0,0,31634,0
HAMILTON ISLAND,2012,4,18323,18765,0,0,37088,0
HAMILTON ISLAND,2012,5,14535,15003,0,0,29538,0
HAMILTON ISLAND,2012,6,16231,14644,0,0,30875,0
HAMILTON ISLAND,2012,7,17730,18047,0,0,35777,0
HAMILTON ISLAND,2012,8,18029,17452,0,0,35481,0
HAMILTON ISLAND,2012,9,21942,20358,0,0,42300,0
HAMILTON ISLAND,2012,10,21947,22979,0,0,44926,0
HAMILTON ISLAND,2012,11,21088,21290,0,0,42378,0
HAMILTON ISLAND,2012,12,21496,20261,0,0,41757,0
HAMILTON ISLAND,2013,1,19124,21253,0,0,40377,0
HAMILTON ISLAND,2013,2,15268,15134,0,0,30402,0
HAMILTON ISLAND,2013,3,17792,16657,0,0,34449,0
HAMILTON ISLAND,2013,4,17849,18928,0,0,36777,0
HAMILTON ISLAND,2013,5,15088,15102,0,0,30190,0
HAMILTON ISLAND,2013,6,16694,15212,0,0,31906,0
HAMILTON ISLAND,2013,7,17875,19112,0,0,36987,0
HAMILTON ISLAND,2013,8,20422,19647,0,0,40069,0
HAMILTON ISLAND,2013,9,23283,21927,0,0,45210,0
HAMILTON ISLAND,2013,10,23693,24577,0,0,48270,0
HAMILTON ISLAND,2013,11,22775,22928,0,0,45703,0
HAMILTON ISLAND,2013,12,23009,21951,0,0,44960,0
HAMILTON ISLAND,2014,1,21333,23441,0,0,44774,0
HAMILTON ISLAND,2014,2,17279,17282,0,0,34561,0
HAMILTON ISLAND,2014,3,17274,17414,0,0,34688,0
HAMILTON ISLAND,2014,4,18407,18367,0,0,36774,0
HAMILTON ISLAND,2014,5,16644,16586,0,0,33230,0
HAMILTON ISLAND,2014,6,16873,15213,0,0,32086,0
HAMILTON ISLAND,2014,7,20478,21793,0,0,42271,0
HAMILTON ISLAND,2014,8,21538,21307,0,0,42845,0
HAMILTON ISLAND,2014,9,24516,22996,0,0,47512,0
HAMILTON ISLAND,2014,10,24055,25300,0,0,49355,0
HAMILTON ISLAND,2014,11,21743,22049,0,0,43792,0
HAMILTON ISLAND,2014,12,22916,21701,0,0,44617,0
HAMILTON ISLAND,2015,1,21515,24010,0,0,45525,0
HAMILTON ISLAND,2015,2,18129,17566,0,0,35695,0
HAMILTON ISLAND,2015,3,18788,18138,0,0,36926,0
HAMILTON ISLAND,2015,4,18567,19125,0,0,37692,0
HAMILTON ISLAND,2015,5,16356,16902,0,0,33258,0
HAMILTON ISLAND,2015,6,18103,16269,0,0,34372,0
HAMILTON ISLAND,2015,7,19019,19946,0,0,38965,0
HAMILTON ISLAND,2015,8,21042,21156,0,0,42198,0
HAMILTON ISLAND,2015,9,23255,21637,0,0,44892,0
HAMILTON ISLAND,2015,10,23315,24246,0,0,47561,0
HAMILTON ISLAND,2015,11,21629,22375,0,0,44004,0
HAMILTON ISLAND,2015,12,23727,21671,0,0,45398,0
HAMILTON ISLAND,2016,1,22617,24999,0,0,47616,0
HAMILTON ISLAND,2016,2,20744,20562,0,0,41306,0
HAMILTON ISLAND,2016,3,22312,20772,0,0,43084,0
HAMILTON ISLAND,2016,4,21842,22714,0,0,44556,0
HAMILTON ISLAND,2016,5,18880,20006,0,0,38886,0
HAMILTON ISLAND,2016,6,19262,17017,0,0,36279,0
HAMILTON ISLAND,2016,7,23290,24686,0,0,47976,0
HAMILTON ISLAND,2016,8,22826,23024,0,0,45850,0
HAMILTON ISLAND,2016,9,26244,24538,0,0,50782,0
HAMILTON ISLAND,2016,10,25971,27069,0,0,53040,0
HAMILTON ISLAND,2016,11,24398,25255,0,0,49653,0
HAMILTON ISLAND,2016,12,26315,24479,0,0,50794,0
HAMILTON ISLAND,2017,1,26590,29087,0,0,55677,0
HAMILTON ISLAND,2017,2,19690,20718,0,0,40408,0
HAMILTON ISLAND,2017,3,17665,18510,0,0,36175,0
HAMILTON ISLAND,2017,4,8954,7837,0,0,16791,0
HAMILTON ISLAND,2017,5,12495,12799,0,0,25294,0
HAMILTON ISLAND,2017,6,12601,11540,0,0,24141,0
HAMILTON ISLAND,2017,7,17069,17966,0,0,35035,0
HAMILTON ISLAND,2017,8,17459,17375,0,0,34834,0
HAMILTON ISLAND,2017,9,19922,18540,0,0,38462,0
HAMILTON ISLAND,2017,10,19266,20888,0,0,40154,0
HAMILTON ISLAND,2017,11,18585,18765,0,0,37350,0
HAMILTON ISLAND,2017,12,20167,19063,0,0,39230,0
HAMILTON ISLAND,2018,1,18523,20414,0,0,38937,0
HAMILTON ISLAND,2018,2,16593,16666,0,0,33259,0
HAMILTON ISLAND,2018,3,16672,15753,0,0,32425,0
HAMILTON ISLAND,2018,4,15867,16890,0,0,32757,0
HAMILTON ISLAND,2018,5,13253,13723,0,0,26976,0
HAMILTON ISLAND,2018,6,13797,13148,0,0,26945,0
HAMILTON ISLAND,2018,7,18537,19562,0,0,38099,0
HAMILTON ISLAND,2018,8,18498,18441,0,0,36939,0
HAMILTON ISLAND,2018,9,20506,19290,0,0,39796,0
HAMILTON ISLAND,2018,10,20146,21935,0,0,42081,0
HAMILTON ISLAND,2018,11,19180,19367,0,0,38547,0
HAMILTON ISLAND,2018,12,20924,19699,0,0,40623,0
HAMILTON ISLAND,2019,1,18734,21179,0,0,39913,0
HAMILTON ISLAND,2019,2,15354,15844,0,0,31198,0
HAMILTON ISLAND,2019,3,15182,15103,0,0,30285,0
HAMILTON ISLAND,2019,4,18466,18217,0,0,36683,0
HAMILTON ISLAND,2019,5,13986,14324,0,0,28310,0
HAMILTON ISLAND,2019,6,14973,13789,0,0,28762,0
